src_ip,src_port,dst_ip,host,url,user_agent,response_size,status_code,attack,anomaly
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
1,50153,1,8,602,15,0,206,0,1
4,50169,14,12,827,14,0,302,0,1
4,50171,14,12,827,14,0,302,0,1
1,50170,20,9,608,14,0,206,0,1
1,50170,20,9,608,14,0,206,0,1
4,50197,15,10,604,83,0,206,0,1
